Key,ParentTechniqueID,Value
T1590.001,T1590,"Where third-party cloud providers are in use, this information may also be exposed through publicly available API endpoints, such as GetUserRealm and autodiscover in Office 365 environments."
T1556.005,T1556,An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems.
T1569.002,T1569,Software can run a command on another machine using Software.
T1003.004,T1003,Attacker has used a modified version of pentesting tools wmiexec.vbs and secretsdump.py to dump credentials.
T1562.008,T1562,Cloud environments allow for collection and analysis of audit and application logs that provide insight into what activities a user does within the environment.
T1036.005,T1036,"Software has a C2 proxy tool that masquerades as <code>GUP.exe</code>, which is software used by Notepad++."
T1588.001,T1588,"In addition to downloading free malware from the internet, adversaries may purchase these capabilities from third-party entities."
T1036.004,T1036,"During , the threat actors named a malicious scheduled task ""WinUpdate"" for persistence."
T1053.005,T1053,Software to register a scheduled task to execute malware during lateral movement.
T1071.003,T1071,Packets produced from these protocols may have many fields and headers in which data can be concealed.
T1562.003,T1562,"This means that “ ls” will not be saved, but “ls” would be saved by history."
T1558.003,T1558,Service principal names  are used to uniquely identify each instance of a Windows service.
T1027.002,T1027,Software has been packed with UPX.
T1573.001,T1573,"Software will decrypt resources it downloads with HTTP requests by using RC4 with the key ""ScoutEagle."""
T1070.005,T1070,Windows shared drive and  connections can be removed when no longer needed.
T1555.003,T1555,Software has a module to collect usernames and passwords stored in browsers.
T1588.002,T1588,"Software, Software, and Software."
T1573.002,T1573,"As such, these protocols are classified as ."
T1566.001,T1566,Attacker has used spearphishing emails to send trojanized Microsoft Word documents.
T1564.009,T1564,Software uses a resource fork to present a macOS JPEG or text file icon rather than the executable's icon assigned by the operating system.
T1550.002,T1550,Attacker has used pass the hash for lateral movement.
T1562.004,T1562,Software kills and disables services for Windows Firewall.
T1003.001,T1003,Software can create a memory dump of LSASS via the `MiniDumpWriteDump Win32` API call.
T1078.003,T1078,Attacker has used local account credentials found during the intrusion for lateral movement and privilege escalation.
T1087.003,T1087,Software collects email addresses from Outlook.
T1547.001,T1547,Software can establish persistence with the auto start function including using the value `EverNoteTrayUService`.
T1053.005,T1053,"The deprecated Software utility could also be abused by adversaries ), though <code>at.exe</code> can not access tasks created with <code>schtasks</code> or the Control Panel."
T1053.005,T1053,Attacker has used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files.
T1070.004,T1070,Attacker actors deleted tools and batch files from victim systems.
T1584.004,T1584,Adversaries may compromise third-party servers that can be used during targeting.
T1070.004,T1070,Software contains the deletFileFromPath function to delete a specified file using the NSFileManager:removeFileAtPath method.
T1069.001,T1069,Attacker has used <code>net localgroup administrators</code> to identify  accounts with local administrative rights.
T1564.001,T1564,"To prevent normal users from accidentally changing special files on a system, most operating systems have the concept of a ‘hidden’ file."
T1055.012,T1055,Software can launch itself from a hollowed svchost.exe process.
T1499.004,T1499,Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users.
T1059.003,T1059,Software can use `cmd.exe` for discovery actions on a targeted system.
T1071.001,T1071,Attacker has used HTTP for network communication.
T1070.001,T1070,"There are three system-defined sources of events: System, Application, and Security, with five event types: Error, Warning, Information, Success Audit, and Failure Audit."
T1134.001,T1134,"Software can impersonate tokens using <code>LogonUser</code>, <code>ImpersonateLoggedOnUser</code>, and <code>ImpersonateNamedPipeClient</code>."
T1204.001,T1204,Attacker's spearphishing emails required a user to click the link to connect to a compromised website.
T1003.001,T1003,Software can perform credential dumping from memory to obtain account and password information.
T1027.007,T1027,Software can use a dynamic Windows hashing algorithm to map API components.
T1027.013,T1027,"Software uses a custom algorithm to obfuscate its internal strings and uses hardcoded keys.

Software also uses encoded configuration files and has encoded payloads using Base64."
T1542.005,T1542,TFTP boot  is commonly used by network administrators to load configuration-controlled network device images from a centralized management server.
T1559.002,T1559,Software can execute tasks via OLE.
T1587.001,T1587,"For Software, and Software for their operations."
T1543.002,T1543,"Adversaries have created new service files, altered the commands a `.service` file’s directive executes, and modified the user directive a `.service` file executes as, which could result in privilege escalation."
T1588.002,T1588,"During , the threat actors obtained open source tools to use in their operations."
T1132.001,T1132,"Software can use Base64, URL-safe Base64, or NetBIOS encoding in its C2 traffic."
T1055.001,T1055,Software has injected its orchestrator DLL into explorer.exe. Software has also injected its communications module into the victim's default browser to make C2 connections appear less suspicious as all network connections will be initiated by the browser process.
T1036.004,T1036,"Software has masqueraded as a service called ""SaSaut"" with a display name of ""System Authorization Service"" in an apparent attempt to masquerade as a legitimate service."
T1036.002,T1036,Adversaries may abuse the right-to-left override  character  to disguise a string and/or file name to make it appear benign.
T1564.006,T1564,"After running a virtual instance, adversaries may create a shared folder between the guest and host with permissions that enable the virtual instance to interact with the host file system."
