Key,Value
T1082,Software can obtain the computer name and information on the OS and physical drives from targeted hosts.
T1032,Some Software samples use AES to encrypt C2 traffic.
T1069,Software checks for Kubernetes node permissions.
T1218,Attacker lnk files used for persistence have abused the Windows Update Client  to execute a malicious DLL.
T1082,Software gathered the operating system name and specific Windows version of an infected machine.
T1140,Software has decoded files received from a C2.
T1082,Software can determine the operating system and whether a targeted machine has a 32 or 64 bit architecture.
T1112,"Registry modifications may also include actions to hide keys, such as prepending key names with a null character, which will cause an error and/or be ignored when read via Software or other utilities using the Win32 API."
T1560,Software has the ability to compress archived screenshots.
T1027,Attacker has used Base64 encoding within malware variants.
T1083,Attacker has utilized multiple commands to identify data of interest in file and directory listings.
T1485,This behavior is distinct from  and  because individual files are destroyed rather than sections of a storage disk or the disk's logical structure.
T1568,Adversaries may use dynamic resolution for the purpose of .
T1033,Software has probed victim machines with <code>whoami</code> and has collected the username from the machine.
T1222,"File and directory ACL implementations vary by platform, but generally explicitly designate which users or groups can perform which actions ."
T1005,Software creates a backdoor through which remote attackers can steal system information.
T1046,APT34 has used the publicly available tool SoftPerfect Network Scanner as well as a custom tool called GOLDIRONY to conduct network scanning.
T1564,"Operating systems may have features to hide various artifacts, such as important system files and administrative task execution, to avoid disrupting user work environments and prevent users from changing files or features on the system."
T1190,"Attacker has compromised victims by directly exploiting vulnerabilities of public-facing servers, including those associated with Microsoft Exchange and Oracle GlassFish."
T1053,Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code.
T1213,Adversaries may leverage information repositories to mine valuable information.
T1140,Software can decode and decrypt data received from C2.
T1530,"In SaaS applications, adversaries may be able to collect this data directly from APIs or backend cloud storage objects, rather than through their front-end application or interface )."
T1082,Software can be used to find information about the operating system.
T1498,"For example, an adversary may send 10Gbps of traffic to a server that is hosted by a network with a 1Gbps connection to the internet."
